timestamp,ch,ws,wd,temp,rh,pa,sr
2021-01-02 05:20:00,0.2,2.9,121.6,26.4,71.9,942.9,432.4
2021-01-02 05:30:00,0.2,2.5,131.2,26.2,72.8,942.8,237.7
2021-01-02 05:40:00,0.2,2.2,123.5,26.2,72.6,942.8,223.9
2021-01-02 05:50:00,0.2,2.7,129.9,26.1,72.3,942.8,228.5
2021-01-02 06:00:00,0.2,2,124.8,25.9,72.5,942.8,188.5
2021-01-02 06:10:00,0.2,1.7,130.3,25.9,72.6,942.6,174.9
2021-01-02 06:20:00,0.2,1.5,111,25.9,73.6,942.6,125.1
2021-01-02 06:30:00,0.2,1.9,136.9,25.7,74.3,942.5,116.1
2021-01-02 06:40:00,0.2,1.7,124.9,25.7,75.7,942.5,84.6
2021-01-02 06:50:00,0.2,1.2,109.6,25.5,76.3,942.4,59.2
2021-01-02 07:00:00,0.2,1.5,105,25.5,78,942.2,70.2
2021-01-02 07:10:00,0.2,1.8,100.2,25.4,79.3,942.1,86.6
2021-01-02 07:20:00,0.2,2,114.6,25.4,80.3,942,101.7
2021-01-02 07:30:00,0.2,2.4,125,25.4,80.1,942,110.7
2021-01-02 07:40:00,0.2,2,148,25.4,80.1,942,122.6
2021-01-02 07:50:00,0.2,1.9,159.3,25.6,79.6,942,191.4
2021-01-02 08:00:00,0.2,1.8,145.8,25.7,80.4,942.1,200.8
2021-01-02 08:10:00,0.2,2.3,137.4,25.6,81.4,942.1,156.8
2021-01-02 08:20:00,0.2,2.1,144.1,25.4,82.6,942,151.8
2021-01-02 08:30:00,0.2,2.5,130.7,25.2,83.4,942,122.7
2021-01-02 09:00:00,0.2,3,163.6,24.8,85.5,942.3,84
2021-01-02 09:10:00,0.2,2.8,165,24.6,85.6,942.3,78.1
2021-01-02 09:20:00,0.2,2.5,161.9,24.4,85.9,942.2,79.3
2021-01-02 09:30:00,0.2,2.1,167.7,24.3,85.6,942.3,59.8
2021-01-02 09:40:00,0.2,1.7,181.6,24.3,83.7,942.3,54.1
2021-01-02 09:50:00,0.2,2.1,146.8,24.2,82.5,942.3,29.9
2021-01-02 10:00:00,0.2,1.6,132.8,23.7,85.6,942.5,36.8
2021-01-02 10:10:00,0.2,1.3,121.8,23.5,87.1,942.8,28.6
2021-01-02 10:20:00,0.2,1.8,105.2,23.5,88.4,942.8,13.7
2021-01-02 10:30:00,0.2,1.8,108.3,23.4,88.7,942.9,2.8
2021-01-02 10:40:00,0.2,2.1,97.7,23.1,90.3,943.1,0.1
2021-01-02 10:50:00,0.2,2.1,103.1,22.9,91.9,943.3,0
2021-01-02 11:00:00,0.2,2.1,100.4,22.8,92.8,943.4,0
2021-01-02 11:10:00,0.2,1.8,88,22.7,93.8,943.4,0
2021-01-02 11:20:00,0.6,2.2,68.3,22.5,95.4,943.5,0
2021-01-02 11:30:00,1,2.1,93.4,22.3,95.5,943.7,0
2021-01-02 11:40:00,1.2,1.6,105.2,22.3,95.8,943.8,0
2021-01-02 11:50:00,1.2,1.2,103.2,22.2,96,943.9,0
2021-01-02 12:00:00,1.6,1.3,112.2,22.2,95.9,943.9,0
2021-01-02 12:10:00,1.6,1.5,114.6,22.1,95.9,944.1,0
2021-01-02 12:20:00,1.6,0.7,106.1,22.1,95.8,944.2,0
2021-01-02 12:30:00,1.6,1.3,75.6,22.1,95.4,944.4,0
2021-01-02 12:40:00,1.6,1.1,92.6,22.2,94.7,944.4,0
2021-01-02 12:50:00,1.6,0.7,93.5,22.2,94.6,944.4,0
2021-01-02 13:00:00,1.6,0.1,30.3,22.2,94.5,944.4,0
2021-01-02 13:10:00,1.6,0,0,22.2,94.6,944.5,0
2021-01-02 13:20:00,1.6,0,0,22.2,94.6,944.5,0
2021-01-02 13:30:00,1.6,0,0,22.2,94.5,944.6,0
2021-01-02 13:40:00,1.6,0,0,22.3,94.7,944.5,0
2021-01-02 13:50:00,1.6,0,0,22.3,94.3,944.4,0
2021-01-02 14:20:00,1.6,0,22.5,22.1,94.6,944.6,0
2021-01-02 14:30:00,1.6,0.2,43.1,22.1,94.7,944.6,0
2021-01-02 14:40:00,1.6,1,164.8,22.1,94.8,944.7,0
2021-01-02 14:50:00,1.6,0,32.1,22,95.1,944.7,0
2021-01-02 15:00:00,1.6,0,0,22,95.2,944.8,0
2021-01-02 15:10:00,1.6,0.5,153.4,22,95.4,944.8,0
2021-01-02 15:20:00,1.6,0,306.7,22,95.3,944.7,0
2021-01-02 15:30:00,1.6,0,0,22,94.9,944.7,0
2021-01-02 15:40:00,1.6,0,0,22,94.9,944.8,0
2021-01-02 15:50:00,1.6,0,0,22,95,944.9,0
2021-01-02 16:00:00,1.6,0,0,22,95.1,944.8,0
2021-01-02 16:10:00,1.6,0,0,22,95.1,944.7,0
2021-01-02 16:20:00,1.6,0,0,22,95.3,944.7,0
2021-01-02 16:30:00,1.6,0,0,22,95.4,944.5,0
2021-01-02 16:40:00,1.6,0,0,22,95.6,944.5,0
2021-01-02 16:50:00,1.6,0,0,22,96.1,944.4,0
2021-01-02 17:00:00,1.6,0.4,294,21.9,96.3,944.4,0
2021-01-02 17:10:00,1.6,0.3,286.1,21.9,96.4,944.3,0
2021-01-02 17:20:00,1.6,0,340,22,96.1,944.2,0
2021-01-02 17:30:00,1.6,0,0,21.9,96,944.1,0
2021-01-02 17:40:00,1.6,0,0,21.9,96,943.9,0
2021-01-02 17:50:00,1.6,0,0,21.8,96.3,943.7,0
2021-01-02 18:00:00,1.6,0,0,21.6,96.7,943.6,0
2021-01-02 18:10:00,1.6,0,0,21.5,97.1,943.6,0
2021-01-02 18:20:00,1.6,0,0,21.4,97.2,943.4,0
2021-01-02 18:30:00,1.6,0,0,21.3,97.3,943.4,0
2021-01-02 18:40:00,1.6,0.6,281.5,21.3,97.4,943.4,0
2021-01-02 18:50:00,1.6,0.4,290.4,21.3,97.5,943.4,0
2021-01-02 19:00:00,1.6,0.3,282.7,21.3,97.6,943.4,0
2021-01-02 19:10:00,1.6,0.6,306,21.3,97.5,943.4,0
2021-01-02 19:20:00,1.6,0,348.5,21.2,97.5,943.4,0
2021-01-02 19:30:00,1.6,0.5,284.9,21.2,97.5,943.4,0
2021-01-02 19:40:00,1.6,0.6,238.1,21.1,97.5,943.3,0
2021-01-02 19:50:00,1.6,0.8,281.3,21,97.4,943.3,0
2021-01-02 20:00:00,1.6,0.2,325,21,97.3,943.3,0
2021-01-02 20:10:00,1.6,0.6,262.5,20.9,97.3,943.3,0
2021-01-02 20:20:00,1.6,0.5,255.6,20.9,97.4,943.1,0
2021-01-02 20:30:00,1.6,0.6,303.2,20.8,97,943.1,0
2021-01-02 20:40:00,1.6,0,353.3,20.9,96.8,942.9,0
2021-01-02 20:50:00,1.6,0.2,324,20.8,96.8,943,0
2021-01-02 21:00:00,1.6,0.4,307.6,20.8,96.8,943.1,0
2021-01-02 21:10:00,1.6,0.6,262.7,20.8,96.6,943.1,0
2021-01-02 21:20:00,1.6,0.1,316.6,20.8,96.6,943.2,0
2021-01-02 21:30:00,1.6,0.6,274.3,20.8,96.8,943.3,0
2021-01-02 21:40:00,1.6,0.3,303.6,20.9,96.7,943.3,0
2021-01-02 21:50:00,1.6,0.1,335.6,21,96.7,943.4,0
2021-01-02 22:00:00,1.6,0.3,347.2,21.1,96.6,943.5,0
2021-01-02 22:10:00,1.6,0.4,335.1,21.2,96.5,943.6,0
2021-01-02 22:20:00,1.6,0,355.4,21.1,96.5,943.8,0
2021-01-02 22:30:00,1.6,0.5,47.2,21.1,96.7,943.8,0.6
2021-01-02 22:40:00,1.6,0.2,51.7,21.2,97,943.9,13.2
2021-01-02 22:50:00,1.6,0,0,21.4,96.9,944,15.8
2021-01-02 23:40:00,1.6,0,336,22.1,93.1,944.4,161.8
2021-01-02 23:50:00,1.6,0,0,22.6,89.4,944.4,222.7
2021-01-03 00:00:00,1.6,0.2,319.9,23.3,85.6,944.4,331.2
2021-01-03 00:10:00,0,0.1,335.1,23.6,84,944.6,325
2021-01-03 00:20:00,0,0.8,270.6,23.9,83.2,944.8,354.2
2021-01-03 00:30:00,0,0.3,331.3,24.2,80.8,944.8,396.9
2021-01-03 00:40:00,0,0.3,94.5,23.9,82.4,944.9,255
2021-01-03 00:50:00,0,0.5,268.3,24.1,80.8,944.8,458.6
2021-01-03 01:00:00,0,1.1,172,25.1,77.8,944.9,620
2021-01-03 01:10:00,0,1.3,137.7,24.4,80.3,945.1,407.6
2021-01-03 01:20:00,0,1.5,158.3,24.3,81.6,945,353.3
2021-01-03 01:30:00,0,1.6,142.1,24.2,82.4,945,340.1
2021-01-03 01:40:00,0,1,160.5,24.6,79.7,944.9,613.3
2021-01-03 01:50:00,0,1.1,109.1,25.6,75.4,944.9,869.4
2021-01-03 02:00:00,0,1.8,103.1,26.2,74.7,944.8,745.8
2021-01-03 02:10:00,0,1.7,130,25.5,77.6,944.7,509
2021-01-03 02:20:00,0,1.4,105.9,25.9,75.8,944.5,522.3
2021-01-03 02:30:00,0,1.3,78.9,26.5,72.6,944.4,872
2021-01-03 02:40:00,0,1.8,117.1,26.9,70.1,944.3,654.2
2021-01-03 02:50:00,0,1.6,113,26.9,70.4,944.2,881.4
2021-01-03 03:00:00,0,1.8,97.9,27.4,68.2,944,809.9
2021-01-03 03:10:00,0,2.1,105.3,27.8,68.2,943.9,728.6
2021-01-03 03:40:00,0,2,129,27.1,67.6,943.3,524
2021-01-03 03:50:00,0.2,3.4,135.9,28.3,64.2,943.3,1077
2021-01-03 04:00:00,0.2,3.4,117.7,27.9,64.6,943.3,400.5
2021-01-03 04:10:00,0.2,2.7,135,27.6,66.4,943,445.2
2021-01-03 04:20:00,0.2,3.7,138.9,27.9,66,942.9,650.4
2021-01-03 04:30:00,0.2,3.7,148,28.1,64.8,942.9,575.8
2021-01-03 04:40:00,0.2,3.5,140.5,27.4,67.7,942.9,297.1
2021-01-03 04:50:00,0.2,3.5,139.6,27.3,67.2,942.8,240.1
2021-01-03 05:00:00,0.2,3,144.6,27.3,67,942.8,213.2
2021-01-03 05:10:00,0.2,2.7,133.9,27.2,66.8,942.6,216.5
2021-01-03 05:20:00,0.2,3.4,134.6,27.2,67.1,942.5,220.4
2021-01-03 05:30:00,0.2,3.3,143.7,27.1,69.1,942.4,276.4
2021-01-03 05:40:00,0.2,3.2,133,27.1,68.7,942.2,331.3
2021-01-03 05:50:00,0.2,3,130.5,27.3,69.4,942.1,416.2
2021-01-03 06:00:00,0.2,2.9,132.4,27.9,67.3,941.9,730
2021-01-03 06:10:00,0.2,3.5,137.6,28.4,65.9,941.8,938.5
2021-01-03 06:40:00,0.2,4,134.1,27.7,68.7,941.8,407.6
2021-01-03 06:50:00,0.2,4,144.5,26.7,74,941.8,250.7
2021-01-03 07:00:00,0.2,3.2,151.1,26.2,76.1,941.7,128.2
2021-01-03 07:10:00,0.2,3.9,145.2,25.8,76.6,941.6,104.5
2021-01-03 07:20:00,0.2,4.2,149.3,25.3,78.1,941.5,111.3
2021-01-03 07:30:00,0.2,3.9,133.1,25.3,78.2,941.5,106.6
2021-01-03 07:40:00,0.2,3.8,148.1,25.1,79.4,941.7,91.5
2021-01-03 07:50:00,0.2,4.2,138.9,25,79.9,941.7,94
2021-01-03 08:00:00,0.2,3.4,149.3,24.9,81.2,941.7,101.6
2021-01-03 08:10:00,0.2,3.1,148.3,24.9,82.5,941.7,101.9
2021-01-03 08:20:00,0.2,2.5,146.9,24.7,84,941.7,86
2021-01-03 08:30:00,0.2,3.7,152,24.6,83.6,941.8,51.1
2021-01-03 08:40:00,0,0,0,0,0,0,0
2021-01-03 08:50:00,0.2,2.8,149.6,24.5,83.9,941.8,71.3
2021-01-03 09:00:00,0.2,2.9,151,24.4,82.7,941.8,80.6
2021-01-03 09:30:00,0.2,2.9,138,24.3,83,942.2,38.4
2021-01-03 09:40:00,0.2,1.5,138.3,24.2,83.9,942.1,51.4
2021-01-03 09:50:00,0.2,1.1,130.8,24.2,83.6,942.1,45
2021-01-03 10:20:00,0.2,1.9,113.8,23.7,85,942.2,29.2
2021-01-03 10:30:00,0.2,1.2,101.4,23.6,85.8,942.4,20.3
2021-01-03 10:40:00,0.2,0.5,53.7,23.6,86.7,942.5,14
2021-01-03 10:50:00,0.2,0.1,33.2,23.5,86.1,942.7,1.9
2021-01-03 11:00:00,0.2,0.9,87.1,23.5,85.7,942.9,0
2021-01-03 11:10:00,0.2,1,101.4,23.5,85.5,943.2,0
2021-01-03 11:20:00,0.2,1.4,119.8,23.3,87,943.4,0
2021-01-03 11:30:00,0.2,1.1,87.9,23,89.6,943.4,0
2021-01-03 11:40:00,0.2,0.1,349.1,23,90.4,943.4,0
2021-01-03 11:50:00,0.2,0.6,355.4,23.1,89.8,943.4,0
2021-01-03 12:00:00,0.2,0.7,28.4,23.1,89.9,943.5,0
2021-01-03 12:10:00,0.2,0.5,53,23,90.2,943.8,0
2021-01-03 12:20:00,0.2,0,0,22.9,90.4,943.9,0
2021-01-03 12:30:00,0.2,0.9,74.3,22.8,91.2,943.9,0
2021-01-03 12:40:00,0.2,1.4,101.3,22.8,90.6,944.1,0
2021-01-03 12:50:00,0.2,1.6,122.1,22.7,89.7,944.3,0
2021-01-03 13:00:00,0.2,1.6,116.3,22.5,92.2,944.4,0
2021-01-03 13:10:00,0.2,1.1,113.6,22.4,93.3,944.4,0
2021-01-03 13:20:00,0.2,0.6,101.2,22.4,93.8,944.4,0
2021-01-03 13:30:00,0.2,0.7,105,22.4,93.9,944.4,0
2021-01-03 13:40:00,0.2,0.5,122.3,22.3,94,944.2,0
2021-01-03 13:50:00,0.2,0.5,53.6,22.2,94.1,944.2,0
2021-01-03 14:00:00,0.2,1.1,128.9,22.2,94.6,944.1,0
2021-01-03 14:10:00,0.2,1.3,121.1,22.1,94.7,944,0
2021-01-03 14:20:00,0.2,1.2,122.5,22.2,94.7,943.9,0
2021-01-03 14:30:00,0.2,0.6,118.2,22.2,94.7,943.9,0
2021-01-03 14:40:00,0.2,1.1,86.8,22.2,94.5,943.9,0
2021-01-03 14:50:00,0.2,0.8,103.3,22.3,94.2,943.9,0
2021-01-03 15:00:00,0.2,0.7,69.9,22.4,93.7,943.8,0
2021-01-03 15:10:00,0.2,0.7,45.5,22.4,93.5,943.8,0
2021-01-03 15:20:00,0.2,0.8,61,22.4,93.4,944,0
2021-01-03 15:30:00,0.2,1,78,22.3,93,943.9,0
2021-01-03 15:40:00,0.2,0.3,49,22.3,92.9,943.9,0
2021-01-03 19:30:00,0.2,0,0,21.8,94.6,942.4,0
2021-01-03 19:40:00,0.2,0.8,5,21.8,94.4,942.3,0
2021-01-03 19:50:00,0.2,0.2,55.3,21.8,94.4,942.3,0
2021-01-03 20:00:00,0.2,0.5,46.5,21.8,94.8,942.3,0
2021-01-03 20:10:00,0.2,0.4,68.3,21.8,95.1,942.3,0
2021-01-03 20:20:00,0.2,0.5,41.8,21.7,95.4,942.3,0
2021-01-03 20:30:00,0.2,0.7,93.8,21.7,96.2,942.4,0
2021-01-03 20:40:00,0.2,0.8,80,21.6,96.6,942.5,0
2021-01-03 20:50:00,0.2,1.1,89.1,21.6,96.6,942.6,0
2021-01-03 21:00:00,0.2,1,97.2,21.6,96.5,942.8,0
2021-01-03 21:10:00,0.2,1,102.3,21.5,95.9,942.8,0
2021-01-03 21:20:00,0.2,0.4,58.7,21.5,95.1,942.9,0
2021-01-03 21:30:00,0.2,0.2,45.1,21.5,94.7,942.9,0
2021-01-03 21:40:00,0.2,0.5,48,21.6,94.4,943.2,0
